title,id,time,taxonomy_name,type_of_entry,type_of_taxonomy,temporalEntities,entitiesNumber
IOWAY,28798,2019-12-21T12:52:01,Indigenous Rights,contribution,keywords,"['six months', '2019', 'today', 'early March 2019', 'the next six months', 'several months', '1837', '1837', '1837', 'a people ages ago', '1999', '1800s', 'the 1600s', '1700', 'hundreds of years', '1836', 'the 1850s and', '1860s', 'about 3,000 years ago', 'a couple of years ago', '1837', '2000', 'hundreds of years', 'A few days ago', 'at least 170 years', '1830', 'the 1500s', 'three or four years', '1940', 'the 1870s', 'the 1880s', 'the 1940s', 'centuries', 'the 1700s', '1670', '2013', 'March', 'the 1970s', 'weeks', '60 years old', 'next year', '2008', '1-5', 'today', 'this year', 'the ‘30s', 'every year', '1986', 'March', 'today', 'the year', 'March']",52
IOWAY,28798,2019-12-21T12:52:01,Settler Colonialism,contribution,keywords,"['six months', '2019', 'today', 'early March 2019', 'the next six months', 'several months', '1837', '1837', '1837', 'a people ages ago', '1999', '1800s', 'the 1600s', '1700', 'hundreds of years', '1836', 'the 1850s and', '1860s', 'about 3,000 years ago', 'a couple of years ago', '1837', '2000', 'hundreds of years', 'A few days ago', 'at least 170 years', '1830', 'the 1500s', 'three or four years', '1940', 'the 1870s', 'the 1880s', 'the 1940s', 'centuries', 'the 1700s', '1670', '2013', 'March', 'the 1970s', 'weeks', '60 years old', 'next year', '2008', '1-5', 'today', 'this year', 'the ‘30s', 'every year', '1986', 'March', 'today', 'the year', 'March']",52
Is the Anthropocene …  A Doomsday Device?,29689,2017-04-15T14:49:40,History,contribution,keywords,[],0
Islands. Colonialism and Geopolitics,32335,2016-11-15T15:33:19,Commodities,contribution,keywords,[],0
Islands. Colonialism and Geopolitics,32335,2016-11-15T15:33:19,History,contribution,keywords,[],0
Islands. Colonialism and Geopolitics,32335,2016-11-15T15:33:19,Migration,contribution,keywords,[],0
Islands. Colonialism and Geopolitics,32335,2016-11-15T15:33:19,Settler Colonialism,contribution,keywords,[],0
Jakarta: A Colonial Water-Management Fantasy Park,31951,2017-04-15T12:42:51,Urbanism,contribution,keywords,[],0
Jakarta: A Colonial Water-Management Fantasy Park,31951,2017-04-15T12:42:51,Water,contribution,keywords,[],0
KAIROS Earthquake Early Warning Application,18615,2016-04-23T10:29:26,Big data,contribution,keywords,"['April 20', 'February 20 2015', '1999', '2001', '2016', '2013', 'recent decades', '2011', '1 March 2010', '2012', 'a few seconds', 'A few seconds', '2014', 'the past decades', '2015', 'seconds', 'tens of seconds', 'the seconds', 'February 1, 2010', '2007', 'September 11, 2004', 'only seconds', '2013', 'November 4, 2011', '2015', '2013', 'March 31, 2014', 'daily', '2014', 'November 18–20']",30
KAIROS Earthquake Early Warning Application,18615,2016-04-23T10:29:26,Care,contribution,keywords,"['April 20', 'February 20 2015', '1999', '2001', '2016', '2013', 'recent decades', '2011', '1 March 2010', '2012', 'a few seconds', 'A few seconds', '2014', 'the past decades', '2015', 'seconds', 'tens of seconds', 'the seconds', 'February 1, 2010', '2007', 'September 11, 2004', 'only seconds', '2013', 'November 4, 2011', '2015', '2013', 'March 31, 2014', 'daily', '2014', 'November 18–20']",30
KAIROS Earthquake Early Warning Application,18615,2016-04-23T10:29:26,Complexity,contribution,keywords,"['April 20', 'February 20 2015', '1999', '2001', '2016', '2013', 'recent decades', '2011', '1 March 2010', '2012', 'a few seconds', 'A few seconds', '2014', 'the past decades', '2015', 'seconds', 'tens of seconds', 'the seconds', 'February 1, 2010', '2007', 'September 11, 2004', 'only seconds', '2013', 'November 4, 2011', '2015', '2013', 'March 31, 2014', 'daily', '2014', 'November 18–20']",30
KAIROS Earthquake Early Warning Application,18615,2016-04-23T10:29:26,Computation,contribution,keywords,"['April 20', 'February 20 2015', '1999', '2001', '2016', '2013', 'recent decades', '2011', '1 March 2010', '2012', 'a few seconds', 'A few seconds', '2014', 'the past decades', '2015', 'seconds', 'tens of seconds', 'the seconds', 'February 1, 2010', '2007', 'September 11, 2004', 'only seconds', '2013', 'November 4, 2011', '2015', '2013', 'March 31, 2014', 'daily', '2014', 'November 18–20']",30
KAIROS Earthquake Early Warning Application,18615,2016-04-23T10:29:26,Disaster,contribution,keywords,"['April 20', 'February 20 2015', '1999', '2001', '2016', '2013', 'recent decades', '2011', '1 March 2010', '2012', 'a few seconds', 'A few seconds', '2014', 'the past decades', '2015', 'seconds', 'tens of seconds', 'the seconds', 'February 1, 2010', '2007', 'September 11, 2004', 'only seconds', '2013', 'November 4, 2011', '2015', '2013', 'March 31, 2014', 'daily', '2014', 'November 18–20']",30
KAIROS Earthquake Early Warning Application,18615,2016-04-23T10:29:26,Seismic,contribution,keywords,"['April 20', 'February 20 2015', '1999', '2001', '2016', '2013', 'recent decades', '2011', '1 March 2010', '2012', 'a few seconds', 'A few seconds', '2014', 'the past decades', '2015', 'seconds', 'tens of seconds', 'the seconds', 'February 1, 2010', '2007', 'September 11, 2004', 'only seconds', '2013', 'November 4, 2011', '2015', '2013', 'March 31, 2014', 'daily', '2014', 'November 18–20']",30
KAIROS Earthquake Early Warning Application,18615,2016-04-23T10:29:26,System,contribution,keywords,"['April 20', 'February 20 2015', '1999', '2001', '2016', '2013', 'recent decades', '2011', '1 March 2010', '2012', 'a few seconds', 'A few seconds', '2014', 'the past decades', '2015', 'seconds', 'tens of seconds', 'the seconds', 'February 1, 2010', '2007', 'September 11, 2004', 'only seconds', '2013', 'November 4, 2011', '2015', '2013', 'March 31, 2014', 'daily', '2014', 'November 18–20']",30
Kansan—View from Iowa Point,28717,2019-12-21T11:56:23,Glaciation,contribution,keywords,"['2018', 'annual', 'the earliest days', '600,000 years ago', 'July 4, 1804', '1825', 'the 1980s', '20 (1991', '2006', '2018', '2011', '2017']",12
Kansan—View from Iowa Point,28717,2019-12-21T11:56:23,Indigenous Rights,contribution,keywords,"['2018', 'annual', 'the earliest days', '600,000 years ago', 'July 4, 1804', '1825', 'the 1980s', '20 (1991', '2006', '2018', '2011', '2017']",12
Kansan—View from Iowa Point,28717,2019-12-21T11:56:23,Settler Colonialism,contribution,keywords,"['2018', 'annual', 'the earliest days', '600,000 years ago', 'July 4, 1804', '1825', 'the 1980s', '20 (1991', '2006', '2018', '2011', '2017']",12
"Kish, an Island Indecisive by Design",27459,2017-04-15T14:41:37,Biodiversity,contribution,keywords,[],0
"Kish, an Island Indecisive by Design",27459,2017-04-15T14:41:37,History,contribution,keywords,[],0
"Kish, an Island Indecisive by Design",27459,2017-04-15T14:41:37,Life,contribution,keywords,[],0
"Kish, an Island Indecisive by Design",27459,2017-04-15T14:41:37,Technosphere,contribution,keywords,[],0
Knowing Together,29842,2020-11-21T12:25:22,Agriculture,contribution,keywords,"['October 28, 2020', 'October 28, 2020', 'last year']",3
Knowing Together,29842,2020-11-21T12:25:22,Climate change,contribution,keywords,"['October 28, 2020', 'October 28, 2020', 'last year']",3
Knowing Together,29842,2020-11-21T12:25:22,Environmental Justice,contribution,keywords,"['October 28, 2020', 'October 28, 2020', 'last year']",3
Knowing Together,29842,2020-11-21T12:25:22,Race,contribution,keywords,"['October 28, 2020', 'October 28, 2020', 'last year']",3
La Arboleda,22137,2014-11-23T17:27:54,Extraction,contribution,keywords,"['the 3rd‒4th century', 'the twentieth century', '2014', 'between 1876 and 1930', 'the end of the nineteenth century', 'today', 'today', 'the 1970s', 'Today', '1902', 'the nineteenth century']",11
La Arboleda,22137,2014-11-23T17:27:54,Mining,contribution,keywords,"['the 3rd‒4th century', 'the twentieth century', '2014', 'between 1876 and 1930', 'the end of the nineteenth century', 'today', 'today', 'the 1970s', 'Today', '1902', 'the nineteenth century']",11
Land Acknowledgement Statement,8737,2019-09-11T09:49:16,Care,contribution,keywords,"['August 27–29, 2019', 'September 25–29, 2019']",2
Land Acknowledgement Statement,8737,2019-09-11T09:49:16,Future,contribution,keywords,"['August 27–29, 2019', 'September 25–29, 2019']",2
Land Acknowledgement Statement,8737,2019-09-11T09:49:16,Settler Colonialism,contribution,keywords,"['August 27–29, 2019', 'September 25–29, 2019']",2
Land Acknowledgement Statement,8737,2019-09-11T09:49:16,Violence,contribution,keywords,"['August 27–29, 2019', 'September 25–29, 2019']",2
Layers of Violence,27407,2020-07-28T09:04:31,Capitalism,contribution,keywords,"['today', 'January 8, 1811', '1804', 'two days later', 'present-day', 'November 2019', 'November 2019', 'the eighteenth and nineteenth centuries', '1865', 'the decades', '1808', '1883', '1883', 'the 1850s', '1811', 'Today', 'Three hundred years', '1853', 'today', 'the nineteenth century', '1856', '1864', 'March 4, 1864', 'February 18, 1864', 'July 29, 1864', 'July 29, 1864', 'the eighteenth and nineteenth centuries', 'today', 'the early twentieth century', '1901', '1906', '1909', 'the late twentieth century', 'Today', 'Today', 'today']",36
Layers of Violence,27407,2020-07-28T09:04:31,Equality,contribution,keywords,"['today', 'January 8, 1811', '1804', 'two days later', 'present-day', 'November 2019', 'November 2019', 'the eighteenth and nineteenth centuries', '1865', 'the decades', '1808', '1883', '1883', 'the 1850s', '1811', 'Today', 'Three hundred years', '1853', 'today', 'the nineteenth century', '1856', '1864', 'March 4, 1864', 'February 18, 1864', 'July 29, 1864', 'July 29, 1864', 'the eighteenth and nineteenth centuries', 'today', 'the early twentieth century', '1901', '1906', '1909', 'the late twentieth century', 'Today', 'Today', 'today']",36
Layers of Violence,27407,2020-07-28T09:04:31,Extraction,contribution,keywords,"['today', 'January 8, 1811', '1804', 'two days later', 'present-day', 'November 2019', 'November 2019', 'the eighteenth and nineteenth centuries', '1865', 'the decades', '1808', '1883', '1883', 'the 1850s', '1811', 'Today', 'Three hundred years', '1853', 'today', 'the nineteenth century', '1856', '1864', 'March 4, 1864', 'February 18, 1864', 'July 29, 1864', 'July 29, 1864', 'the eighteenth and nineteenth centuries', 'today', 'the early twentieth century', '1901', '1906', '1909', 'the late twentieth century', 'Today', 'Today', 'today']",36
Layers of Violence,27407,2020-07-28T09:04:31,History,contribution,keywords,"['today', 'January 8, 1811', '1804', 'two days later', 'present-day', 'November 2019', 'November 2019', 'the eighteenth and nineteenth centuries', '1865', 'the decades', '1808', '1883', '1883', 'the 1850s', '1811', 'Today', 'Three hundred years', '1853', 'today', 'the nineteenth century', '1856', '1864', 'March 4, 1864', 'February 18, 1864', 'July 29, 1864', 'July 29, 1864', 'the eighteenth and nineteenth centuries', 'today', 'the early twentieth century', '1901', '1906', '1909', 'the late twentieth century', 'Today', 'Today', 'today']",36
Layers of Violence,27407,2020-07-28T09:04:31,Race,contribution,keywords,"['today', 'January 8, 1811', '1804', 'two days later', 'present-day', 'November 2019', 'November 2019', 'the eighteenth and nineteenth centuries', '1865', 'the decades', '1808', '1883', '1883', 'the 1850s', '1811', 'Today', 'Three hundred years', '1853', 'today', 'the nineteenth century', '1856', '1864', 'March 4, 1864', 'February 18, 1864', 'July 29, 1864', 'July 29, 1864', 'the eighteenth and nineteenth centuries', 'today', 'the early twentieth century', '1901', '1906', '1909', 'the late twentieth century', 'Today', 'Today', 'today']",36
Layers of Violence,27407,2020-07-28T09:04:31,Slavery,contribution,keywords,"['today', 'January 8, 1811', '1804', 'two days later', 'present-day', 'November 2019', 'November 2019', 'the eighteenth and nineteenth centuries', '1865', 'the decades', '1808', '1883', '1883', 'the 1850s', '1811', 'Today', 'Three hundred years', '1853', 'today', 'the nineteenth century', '1856', '1864', 'March 4, 1864', 'February 18, 1864', 'July 29, 1864', 'July 29, 1864', 'the eighteenth and nineteenth centuries', 'today', 'the early twentieth century', '1901', '1906', '1909', 'the late twentieth century', 'Today', 'Today', 'today']",36
Layers of Violence,27407,2020-07-28T09:04:31,Violence,contribution,keywords,"['today', 'January 8, 1811', '1804', 'two days later', 'present-day', 'November 2019', 'November 2019', 'the eighteenth and nineteenth centuries', '1865', 'the decades', '1808', '1883', '1883', 'the 1850s', '1811', 'Today', 'Three hundred years', '1853', 'today', 'the nineteenth century', '1856', '1864', 'March 4, 1864', 'February 18, 1864', 'July 29, 1864', 'July 29, 1864', 'the eighteenth and nineteenth centuries', 'today', 'the early twentieth century', '1901', '1906', '1909', 'the late twentieth century', 'Today', 'Today', 'today']",36
Limits to Growth,21962,2014-11-23T12:42:45,Biosphere,contribution,keywords,"['1972', '2011', '1962;Rachel', '1962', '1968', '1968', 'the spring of 1968', '1972', '1970', '1971', '1972', '1971', '1972', '1900 to 2011', '2007', '200-year', 'the early 1900s to the 1970s', 'today', 'Today', '2007', '2012', '2008']",22
Limits to Growth,21962,2014-11-23T12:42:45,Complexity,contribution,keywords,"['1972', '2011', '1962;Rachel', '1962', '1968', '1968', 'the spring of 1968', '1972', '1970', '1971', '1972', '1971', '1972', '1900 to 2011', '2007', '200-year', 'the early 1900s to the 1970s', 'today', 'Today', '2007', '2012', '2008']",22
Limits to Growth,21962,2014-11-23T12:42:45,Model,contribution,keywords,"['1972', '2011', '1962;Rachel', '1962', '1968', '1968', 'the spring of 1968', '1972', '1970', '1971', '1972', '1971', '1972', '1900 to 2011', '2007', '200-year', 'the early 1900s to the 1970s', 'today', 'Today', '2007', '2012', '2008']",22
Living Arctic Infrastructures,31546,2018-11-06T16:42:36,Climate change,contribution,keywords,[],0
Living Arctic Infrastructures,31546,2018-11-06T16:42:36,Geo-engineering,contribution,keywords,[],0
Living Arctic Infrastructures,31546,2018-11-06T16:42:36,Infrastructure,contribution,keywords,[],0
Looking Downstream,5941,2019-08-28T13:45:49,Imaginary,contribution,keywords,[],0
Looking Downstream,5941,2019-08-28T13:45:49,Knowledge production,contribution,keywords,[],0
Looking Downstream,5941,2019-08-28T13:45:49,Naturecultures,contribution,keywords,[],0
Lost Voices,27331,2020-07-28T08:19:23,Capitalism,contribution,keywords,"['centuries', 'nineteenth-century', '2019', 'the past couple of hundred years', '1955', '1940', 'November 2019', 'November 2019', 'November 2019', '2019']",10
Lost Voices,27331,2020-07-28T08:19:23,Education,contribution,keywords,"['centuries', 'nineteenth-century', '2019', 'the past couple of hundred years', '1955', '1940', 'November 2019', 'November 2019', 'November 2019', '2019']",10
Lost Voices,27331,2020-07-28T08:19:23,Human-environment relations,contribution,keywords,"['centuries', 'nineteenth-century', '2019', 'the past couple of hundred years', '1955', '1940', 'November 2019', 'November 2019', 'November 2019', '2019']",10
Lost Voices,27331,2020-07-28T08:19:23,Naturecultures,contribution,keywords,"['centuries', 'nineteenth-century', '2019', 'the past couple of hundred years', '1955', '1940', 'November 2019', 'November 2019', 'November 2019', '2019']",10
Lost Voices,27331,2020-07-28T08:19:23,Water,contribution,keywords,"['centuries', 'nineteenth-century', '2019', 'the past couple of hundred years', '1955', '1940', 'November 2019', 'November 2019', 'November 2019', '2019']",10
Louisiana: A Planetary Reactor,27581,2020-07-31T13:00:59,Carbon,contribution,keywords,"['the 1930s', '1942', 'Two minutes later', 'one day', 'the late 1920s', 'the first years', 'the next week', 'the next days', 'One evening', 'Christmas', 'today', '2018', 'the seventeenth century', 'the middle of the nineteenth century', 'December 18, 1865', 'today', 'the 1990s', '1750', '1860', '2014', '1999', '2015', 'As early as 1920', '1937', '1948', 'a week', 'the day', 'a few days', 'one day']",29
